"@timestamp","email_message_id","threat_tactic_name","threat_indicator_reference","abnormal_security_threat_summary_insights","abnormal_security_threat_remediation_status","abnormal_security_threat_auto_remediated"
"Aug 7, 2025 @ 10:20:02.000","<20250807001919.d6e1f119e5a59870@email.internetmarketerinc.com.au>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6476265335083610956","Unusual Sender, Suspicious Link, Abnormal Email Body HTML, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 10:13:10.000","<9e3a5bac00a17193b76db167819d2ba43297188f@inboxmonk.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4952605806052934254","Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Link, Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 10:09:52.000","<20250807020940.282200AC2C39A641@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7503054179543963397","Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 10:06:27.000","<ZjAHoMcpIBtAOdYpZCnVZLUO9vJg9mjwHcW2aOePc@mail-serve-hg.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6001427722826540790","Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 10:00:41.000","<0.0.2E.121.1DC06D2F421DD14.3316@mx7.trainingadvantage-mail.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6218282743358630277","Unusual IP Geolocation, Unusual Sender, Personal Information Theft, Email Authentication",Remediated,false
"Aug 7, 2025 @ 10:00:18.000","<E1ujo3C-00000005x3P-2x1Y@cfpm.virtual-mail-065.net>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4741976126867231014","Unusual Sender, Unusual IP Geolocation, Suspicious Link",Remediated,false
"Aug 7, 2025 @ 09:58:29.000","<6893ec1b.170a0220.1da5b1.3163@mx.google.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2616165488823135619","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 09:53:34.000","<355ea76677e60535823e072223d713bb9afd7b44@inboxmonk.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/224953689193161429","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:36:43.000","<4uqvknznxoxe.OGY4HiL6pA5noKSDRe9smQ2@137QH.trk.elasticemail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/268522168155536666","Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:36:16.000","<6893e6e6.050a0220.d53d1.19a0@mx.google.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4022035221432787966","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 09:34:11.000","<1754523229772.e4ee5b15-187d-4624-b877-80fd5c4db60e@392942m.ifrs.org>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2218954948760715993","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:26:22.000","<DS4PR07MB11465EE291353BC4D2B7AF3A5A02DA@DS4PR07MB11465.namprd07.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6705841187477394391","Suspicious Link, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 7, 2025 @ 09:22:03.000","<MAZPR01MB9255C69BA92EF5F6B324CA60822DA@MAZPR01MB9255.INDPRD01.PROD.OUTLOOK.COM>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-65773658647098250","Unusual Sender, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:14:17.000","<fff8eaf6-1287-6277-e4f0-019ef86c1792@gmx.de>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8782610383351191301","Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 09:06:07.000","<A1.17.47576.C7FD3986@i-0c3261b559ce3cf29.mta2vsmtp.sd.prd.sparkpost>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8653738173481603455","Unusual Sender, Unusual Sender Domain, Potential Giftcard Fraud, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:05:11.000","<CACfWCBEgWiAJ2mXBs=Fo2s3tENdGoyT1BFyGRvj_UHo4j-VfTg@mail.gmail.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5536818630869182321","Abnormal Recipient Pattern, Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 09:03:06.000","<144e143b-1d70-0885-975e-8cd2a09998dc@mcauleyventures.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6600396617275088958","Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:01:59.000","<CAA2Z+un8Q8Jm4BDM3_2RNBuxSeVFc+rdo=AfnRUQqiu6GbbLoQ@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6612000246162830478","Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:01:59.000","<CAA2Z+un8Q8Jm4BDM3_2RNBuxSeVFc+rdo=AfnRUQqiu6GbbLoQ@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7387553343746882150","Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:01:59.000","<CAA2Z+un8Q8Jm4BDM3_2RNBuxSeVFc+rdo=AfnRUQqiu6GbbLoQ@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1678315450965308316","Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:01:59.000","<CAA2Z+un8Q8Jm4BDM3_2RNBuxSeVFc+rdo=AfnRUQqiu6GbbLoQ@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1823167369712993224","Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:01:59.000","<CAA2Z+un8Q8Jm4BDM3_2RNBuxSeVFc+rdo=AfnRUQqiu6GbbLoQ@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6226758594705669480","Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:01:59.000","<CAA2Z+un8Q8Jm4BDM3_2RNBuxSeVFc+rdo=AfnRUQqiu6GbbLoQ@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4340859524533294412","Unusual Sender, Abnormal Recipient Pattern, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:01:59.000","<CAA2Z+un8Q8Jm4BDM3_2RNBuxSeVFc+rdo=AfnRUQqiu6GbbLoQ@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8249884015978213236","Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:01:59.000","<CAA2Z+un8Q8Jm4BDM3_2RNBuxSeVFc+rdo=AfnRUQqiu6GbbLoQ@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2138236199341308295","Unusual Sender, Abnormal Recipient Pattern, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 09:01:58.000","<CAA2Z+un8Q8Jm4BDM3_2RNBuxSeVFc+rdo=AfnRUQqiu6GbbLoQ@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8173299194878780745","Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 08:50:41.000","<4100401121792121812968@win86150>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7242991546943149255","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft",Remediated,false
"Aug 7, 2025 @ 08:39:52.000","<CAH3M0h3BajJfjfAbM-_F=PcYjMsgsjfrESpNRgmm+3hz68vHMQ@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-243116729301909829","Suspicious Link, Uncommon Attachment Type, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 7, 2025 @ 08:29:39.000","<20250807002931.8B7261E56D1E2BA7@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3199506216262596341","Unusual Sender Domain, Unusual Sender, Unusual IP Geolocation, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 08:28:54.000","<20250807002846.746BDA835BCCD571@sydneyseoguru.services>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1847929552877419843","Unusual Sender Domain, Unusual Sender, Unusual IP Geolocation, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 08:22:59.000","<859596b9-7eba-f0d9-c05f-cd00b0704300@teamentech.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7949712972732159480","Unusual Sender, Abnormal Email Body HTML, Suspicious Link, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 08:14:47.000","<4616438512808806230197@DESKTOP-MQ7BKO8>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8726428568334815606","Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 08:14:46.000","<4616438512808806230197@DESKTOP-MQ7BKO8>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/772747189723957655","Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 08:08:50.000","<57c6e4e1-f047-e032-eb23-ab42bd8e32f5@gmx.de>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8344215583245066926","Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 08:07:15.000","<4568bfda-be34-489e-abd3-0c0e9cdae224@localhost>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8104765444633042523","Abnormal Recipient Pattern, Unusual Sender, Email Authentication",Remediated,false
"Aug 7, 2025 @ 08:03:17.000","<41004011217923123814461@win86150>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/745619387496904795","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft",Remediated,false
"Aug 7, 2025 @ 07:56:13.000","<3a46710f-90d9-b8cb-8cea-2cca4baefd8b@gmx.de>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5793041822849733497","Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 07:47:19.000","<631426545328277.4.TQO7054066309@toptemu.click>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3490436012099203195","Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 07:32:46.000","<1313680F-4559-4073-86D1-8DCD38B95786@icloud.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6105370844492809188","Unusual Sender, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:27:37.000","<CAA5s2eb6ndTek+kcczvM=y22gTfBdJhvYd-fK2NmHnmzs+-o3g@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1973703991152452065","Unusual Sender, Personal Information Theft, Suspicious Financial Request, Bitcoin Topics, Email Authentication",Remediated,false
"Aug 7, 2025 @ 07:27:18.000","<18956368825280648411431@DESKTOP-Q0G9EOT>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8071208220308408590","Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation",Remediated,false
"Aug 7, 2025 @ 07:23:32.000","<6232417710432315177876@administrator>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2056503794155969061","Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 7, 2025 @ 07:19:48.000","<7af7de3d602c30a792617247966f8a61@0>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7394866081661632047","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 07:17:06.000","<01020198813e815d-a440c720-d7d1-449b-abfe-e5a3c5309877-000000@eu-west-1.amazonses.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8121403635650347628","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:17:01.000","<01020198813e7403-d32d7c7d-23c8-4f33-bc81-e4556414017c-000000@eu-west-1.amazonses.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8109614833341003075","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:16:43.000","<01020198813e2904-be8403d0-c443-4d03-b448-9b17221daa43-000000@eu-west-1.amazonses.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7266498694286739318","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:16:36.000","<01020198813e0e11-f9dd49f2-b571-475b-90e3-6b0e37e8c600-000000@eu-west-1.amazonses.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1155983104870578959","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:16:09.000","<01020198813da9ff-6fa4f68f-cc64-4f07-b865-68fe05e7ae05-000000@eu-west-1.amazonses.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2000527467464006166","Abnormal Email Body HTML, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:16:06.000","<01020198813da2ed-90105c47-4daf-4e24-a2c3-e07c843c1791-000000@eu-west-1.amazonses.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7036129302521403971","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:15:56.000","<01020198813d7a58-d4b3e313-e0cd-4221-b21f-01e9384ebb41-000000@eu-west-1.amazonses.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4460317191261138012","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:15:46.000","<01020198813d4b4b-edbe7a0d-bc25-47e5-95bb-5ed3d1fa2ecb-000000@eu-west-1.amazonses.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5294156970329072106","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:15:15.000","<900514286826495.4.ZYW0150549689@toptemu.click>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7858424881260379847","Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 07:11:15.000","<674b52a8-eddc-92c0-b72c-0dca4437bd7e@mail.dermacare.at>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7909485208831274033","Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 07:07:42.000","<96b2b5db7f3ac3048cb8afbccd9a3deb@0>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1321098790510034221","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type",Remediated,false
"Aug 7, 2025 @ 06:57:51.000","<20250806225744.97487293435B91EC@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7024913584765541216","Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 06:57:50.000","<20250806225743.10B6CC9F76A99B1C@sydneyseoguru.services>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6468086304750598949","Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 06:44:23.000","<171884876575922589325103@DESKTOP-CIKAHVH>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2601679038085807301","Unusual IP Geolocation, Suspicious Link, Unusual Sender, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:40:33.000","<b12ebb0d7dafd565da2f5acd6afe7bd6@0>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8467448746749708139","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 06:40:32.000","<b12ebb0d7dafd565da2f5acd6afe7bd6@0>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3364037840317758235","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 06:34:13.000","<20250806203301.48313cab9a5d8587@reply.thechristianbetrayalcoach.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7244231004267676534","Unusual Sender, Abnormal Email Body HTML, Suspicious Link, Bitcoin Topics, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:04:43.000","<61d1d29b-c7ae-99ae-4bc4-2ce1a3fccb53@bcb.kiwi>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8177680642124655935","Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated,false
"Aug 7, 2025 @ 06:04:03.000","<03e729b3fa4d6ab8b90797453d382ec7@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4587575305009473727","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:04:03.000","<03e729b3fa4d6ab8b90797453d382ec7@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1204786546358975667","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:04:03.000","<03e729b3fa4d6ab8b90797453d382ec7@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2255991221323491185","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:04:03.000","<03e729b3fa4d6ab8b90797453d382ec7@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2010202079333741006","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:04:01.000","<07a77b9b641ae4b664b78ab611e4f7e6@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6863685409384544321","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:03:49.000","<0de0ccf6567d6019849dcbf7610d807f@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8963391531047985589","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:03:38.000","<UAWWUYBYWA$UAYXYUTZTBZAW@mail-out.via.act-on.net>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5107970381452243489","Unusual Sender, Suspicious Link, Suspicious Financial Request",Remediated,false
"Aug 7, 2025 @ 06:03:29.000","<d1898f9d4e876e420526ba058992cb8c@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8989361528394269231","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:03:28.000","<27a8d2cdac82c4f27d8ab9ad9013f582@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8108522350201708316","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:03:08.000","<bf2516fb55a77a8274afc8d424df9f37@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3246162282826517136","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 06:03:04.000","<d569498b8676c35fb988d0c3a2d911f7@23.228.65.18>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4165930610261636736","Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:55:51.000","<TYSPR04MB812708C2CB6970423C2675E5BC2DA@TYSPR04MB8127.apcprd04.prod.outlook.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5769015161542978724","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 7, 2025 @ 05:55:51.000","<TYSPR04MB812708C2CB6970423C2675E5BC2DA@TYSPR04MB8127.apcprd04.prod.outlook.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8854311882445433931","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 7, 2025 @ 05:51:01.000","<4616438512808754024283@DESKTOP-MQ7BKO8>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6065381181452684027","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:38.000","<410040112179219429439@win86150>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4191280759739757310","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:37.000","<410040112179219429439@win86150>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3156047705599644643","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:37.000","<410040112179219429439@win86150>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7432071941882452840","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:37.000","<410040112179219429439@win86150>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8944869613552491248","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:37.000","<410040112179219429439@win86150>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1922716010311433009","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:37.000","<410040112179219429439@win86150>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6638188925606768148","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:36.000","<410040112179219429439@win86150>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3677768813925360140","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:36.000","<410040112179219429439@win86150>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1136452957834986694","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:36.000","<410040112179219429439@win86150>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7762985248619647815","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:36.000","<410040112179219429439@win86150>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2674497638812085259","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:43:36.000","<410040112179219429439@win86150>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6397645507191513917","Unusual Sender, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 7, 2025 @ 05:15:07.000","<ijQmu000000000000000000000000000000000000000000000T0L6SV002ttdr6DCSguTTLTnCh9Emw@sfdc.net>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2010278029836378382","Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 7, 2025 @ 05:14:59.000","<sqC-D000000000000000000000000000000000000000000000T0L6SO00yCditVaQRgGhXNUCRDhAfA@sfdc.net>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7732567857890241235","Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 7, 2025 @ 04:24:09.000","<TYZPR06MB64973A5B71E562DD1768146FA82DA@TYZPR06MB6497.apcprd06.prod.outlook.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2081825197134261076","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 7, 2025 @ 04:14:42.000","<1754504075_2270065@mail.skynetbb.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-52925500797188989","Unusual Sender, Email Authentication",Remediated,false
"Aug 7, 2025 @ 04:09:33.000","<eaab52d5df196136af9f1095a6a92020@0>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4276652519112548268","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 7, 2025 @ 04:09:33.000","<eaab52d5df196136af9f1095a6a92020@0>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2700916284755135170","Unusual IP Geolocation, Unusual Sender",Remediated,false
