email_message_id,threat_tactic_name,abnormal_security_threat_summary_insights,abnormal_security_threat_remediation_status
<237586aa-0485-24ab-e90a-5649eff4059f@toymelab.com>,Phishing: Credential,"Unusual IP Geolocation, Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<1c2ad97e-dc25-23c2-31c0-ed1e62a9efc1@precisemechanicalservices.com>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<68a65111.170a0220.e3b05.35f7@mx.google.com>,Scam,"Unusual Sender, Suspicious Financial Request",Remediated
<CAEmK7VUsCLygfoQGrhtd+mmVHLVJYjYTm5zxdTVr=_egPiQSsQ@mail.gmail.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern, Suspicious Financial Request",Remediated
<6387bf5e-beff-4610-a122-8be968557e09@me.com>,Scam,Unusual Sender,Remediated
<CAHrBehb_txkSFkv+qtUuxagmjUr=8nyXpar773_+tow-dYGbUA@mail.gmail.com>,Social Engineering (BEC),"Unusual Sender, Unusual IP Geolocation, Abnormal Email SignOff",Remediated
<CAHrBehZsZuCMVut4J11a5Lo-DWskHpkXF3WbPi7AcFyUX37J1w@mail.gmail.com>,Social Engineering (BEC),"Unusual Sender, Unusual IP Geolocation, Abnormal Email SignOff",Remediated
<20250820141525.BE8FC68100193A92@claritymarketingstech.live>,Scam,Unusual Sender,Remediated
<CAHrBehbNbdpLo4YfrLpRdK-5n+vxQDWsbszihakT=PikYGHotQ@mail.gmail.com>,Social Engineering (BEC),"Unusual Sender, Unusual IP Geolocation, Abnormal Email SignOff",Remediated
<6684e335-5f19-4937-a48f-0a38ab3f463b@localhost>,Spam,"Abnormal Recipient Pattern, Unusual Sender, Personal Information Theft, Email Authentication",Remediated
<601654909457229.3.VJU8704375961@toptemu.click>,Spam,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender",Remediated
<601654909457229.3.VJU8704375961@toptemu.click>,Spam,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender",Remediated
<601654909457229.3.VJU8704375961@toptemu.click>,Spam,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender",Remediated
<601654909457229.3.VJU8704375961@toptemu.click>,Spam,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender",Remediated
<601654909457229.3.VJU8704375961@toptemu.click>,Spam,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender",Remediated
<PUZPR04MB6293CB0B670B8DBE15DD5A81B933A@PUZPR04MB6293.apcprd04.prod.outlook.com>,Scam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
-,Spam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
-,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<18364412339192754914000@DESKTOP-MQ7BKO8>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To",Remediated
<20250821id18373.2847978@info-cdbio.net>,Spam,"Unusual IP Geolocation, Suspicious Link, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<183644123391922349117774@DESKTOP-MQ7BKO8>,Spam,"Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<31595170.20250820212505.68a63d318e01e3.14323905@mail133-12.atl131.mandrillapp.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<a88dfb89-2eea-d668-2321-9874197b8e7f@precisemechanicalservices.com>,Phishing: Credential,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<c2a83b36-7461-da23-d20d-03c2f50050cc@precisemechanicalservices.com>,Phishing: Credential,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<1dPt8L6O68GDlBuaA0kDQC3Ym1MbxJtZk9HMTKGuQ@mail-serve.hagro.cn>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<18364412339192255692391@DESKTOP-MQ7BKO8>,Spam,"Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<c40c63a5-4761-ad20-9264-e7ce70842003@ipcoreau.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<e2ccb7b5f6d34ab3f490122ee3b55295@cgsmurcia.org>,Phishing: Credential,"Unusual IP Geolocation, Suspicious Link, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<OSQPR01MB625044AE356BAFD7A88AAB8F8633A@OSQPR01MB6250.apcprd01.prod.exchangelabs.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<OSQPR01MB625044AE356BAFD7A88AAB8F8633A@OSQPR01MB6250.apcprd01.prod.exchangelabs.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<OSQPR01MB625044AE356BAFD7A88AAB8F8633A@OSQPR01MB6250.apcprd01.prod.exchangelabs.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<OSQPR01MB625044AE356BAFD7A88AAB8F8633A@OSQPR01MB6250.apcprd01.prod.exchangelabs.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<WTTZYZBAV$UAYYAVVCWXUZV@mail-out.via.act-on.net>,Phishing: Credential,"Unusual Sender, Suspicious Link, Suspicious Financial Request",Remediated
<84323983692801797521738@win86150>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Personal Information Theft",Remediated
<5284346287352340829661@win103069>,Other,Unusual Sender,Remediated
<!&!AAAAAAAAAAAYAAAAAAAAAFc8857irfxApqFhM9wf35fCgAAAEAAAAJFv0MZIuVlOscGpYhS1hFIBAAAAAA==@directshowleads.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<!&!AAAAAAAAAAAYAAAAAAAAAFc8857irfxApqFhM9wf35fCgAAAEAAAAJFv0MZIuVlOscGpYhS1hFIBAAAAAA==@directshowleads.com>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation",Remediated
<!&!AAAAAAAAAAAYAAAAAAAAAFc8857irfxApqFhM9wf35fCgAAAEAAAAJFv0MZIuVlOscGpYhS1hFIBAAAAAA==@directshowleads.com>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<!&!AAAAAAAAAAAYAAAAAAAAAFc8857irfxApqFhM9wf35fCgAAAEAAAAJFv0MZIuVlOscGpYhS1hFIBAAAAAA==@directshowleads.com>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation",Remediated
<4044399754336145794302@win95439>,Spam,"Unusual Sender Domain, Unusual Sender, Unusual IP Geolocation, Suspicious Financial Request, Unusual Reply To",Remediated
<4044399754336145794302@win95439>,Spam,"Unusual Sender Domain, Unusual Sender, Unusual IP Geolocation, Suspicious Financial Request, Unusual Reply To",Remediated
<1755721206075.d2d3a608-cfc1-456d-a10a-e3f992723729@bf52x.hubspotemail.net>,Phishing: Credential,"Abnormal Email Body HTML, Suspicious Link, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<autogen-java-3172bc57-35ec-4ee1-bc02-6c045a5e40c9@google.com>,Spam,Unusual Sender,Remediated
<5e4912a21c8cf1f486bcc3c9cb020e78@swift.generated>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated
<chdJ4a4eRYe2BJN5Dq9xRA@geopod-ismtpd-13>,Spam,"Suspicious Link, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request",Remediated
<chdJ4a4eRYe2BJN5Dq9xRA@geopod-ismtpd-13>,Spam,"Suspicious Link, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request",Remediated
<c4c0c2d0-847f-74df-091d-40e85378334b@perimetertraffic.com>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Abnormal Email Body HTML, Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<autogen-java-d5f9a6c5-ec94-4221-8025-83d18045ba2a@google.com>,Spam,Unusual Sender,Remediated
<autogen-java-b8e6c391-e534-4d8e-aa12-4c5738ee5b35@google.com>,Spam,Unusual Sender,Remediated
<autogen-java-b8e6c391-e534-4d8e-aa12-4c5738ee5b35@google.com>,Spam,Unusual Sender,Remediated
<autogen-java-b8e6c391-e534-4d8e-aa12-4c5738ee5b35@google.com>,Spam,Unusual Sender,Remediated
<bfa95828-a62c-4185-915e-96d0e6054807@iad4s13mta0983.xt.local>,Other,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<20250820215222.E539BCED5FAFD505@seodrift.online>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<20250820215222.E539BCED5FAFD505@seodrift.online>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<20250820215155.FAB03AADCB4EAADA@seodrift.online>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<20250820193043.491c5033408c5e53@ghost.rampart.news>,Spam,"Unusual Sender Domain, Unusual Sender",Remediated
<20250709043721.8BC6F9110F8E98E0@el-bg.eu>,Scam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated
<20250709043721.8BC6F9110F8E98E0@el-bg.eu>,Scam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated
<SE1PPFB2946458A8FE31E0CB28CCFE354C6AF33A@SE1PPFB2946458A.apcprd04.prod.outlook.com>,Spam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
<SE1PPFB2946458A8FE31E0CB28CCFE354C6AF33A@SE1PPFB2946458A.apcprd04.prod.outlook.com>,Spam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
<17ac01dc11fd$c44f6d50$4cee47f0$@com>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<CAE_zri7z1n2KQKLk4a4uROx_+wwVSKh-RkGMFDDxuTe5SpRAiQ@mail.gmail.com>,Phishing: Credential,"Unusual Sender, Abnormal Recipient Pattern, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<CAPeS7RW6wk3AnCjQmN7E_VbmBTAUdfJvn=y-LmiKpdVoOR2zNQ@mail.gmail.com>,Scam,"Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern, Suspicious Financial Request, Unusual Reply To",Remediated
<2b6b001dc11fb$794daf30$6be90d90$@academicart.net>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<20250820171447.3.c2a5349b8e138f36@mg-d0.substack.com>,Spam,"Abnormal Email Body HTML, Personal Information Theft, Unusual Sender, Unusual Reply To",Remediated
<20250820171447.3.c2a5349b8e138f36@mg-d0.substack.com>,Spam,"Abnormal Email Body HTML, Personal Information Theft, Unusual Sender, Unusual Reply To",Remediated
<20250820171447.3.c2a5349b8e138f36@mg-d0.substack.com>,Spam,"Abnormal Email Body HTML, Personal Information Theft, Unusual Sender, Unusual Reply To",Remediated
<PUWP216MB2549DB65B9F7586C4D27E76EF033A@PUWP216MB2549.KORP216.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Suspicious Financial Request",Remediated
<CAAA0Z=W5ZONrdEQhj7QGeFRkpS7WaQUcHgHA5+wJzSOzbJS2kA@mail.gmail.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Unusual Reply To",Remediated
<20250820040549.ACDEA5F6B7588C7E@colchester-uk.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated
<SEZPR04MB7499321A4FB03E7FD0764BF7AA33A@SEZPR04MB7499.apcprd04.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<0d9b7f42-5396-478a-a4ef-bdc644520f63@iad4s13mta1511.xt.local>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Link, Unusual Reply To",Remediated
<D42922074480E30050333E21091EAEDA.20250821010522@perhads.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Personal Information Theft, Unusual Reply To",Remediated
<cfb62e26-1e99-45e8-934e-ddd64015e1fe@iad4s13mta1503.xt.local>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Link, Unusual Reply To",Remediated
<CAJ2xnrLQLuAvE+303ZpYegOpd5hU4+eH0etwu8=pRdWn4ad4rA@mail.gmail.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<CAJ2xnrLQLuAvE+303ZpYegOpd5hU4+eH0etwu8=pRdWn4ad4rA@mail.gmail.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<CAJ2xnrLQLuAvE+303ZpYegOpd5hU4+eH0etwu8=pRdWn4ad4rA@mail.gmail.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<CAJ2xnrLQLuAvE+303ZpYegOpd5hU4+eH0etwu8=pRdWn4ad4rA@mail.gmail.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<3556399688800278561177@win95439>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request, Unusual Reply To",Remediated
<3556399688800278561177@win95439>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request, Unusual Reply To",Remediated
<20250821005739501611@edm.dznmh.cn>,Spam,"Unusual IP Geolocation, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<20250821005739501611@edm.dznmh.cn>,Spam,"Invisible characters found in Email, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<20250821005739501611@edm.dznmh.cn>,Spam,"Unusual IP Geolocation, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<20250821005739501611@edm.dznmh.cn>,Spam,"Invisible characters found in Email, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<62602574-c1e5-413a-99c4-4706896fe5cb@iad4s13mta1509.xt.local>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Link, Unusual Reply To",Remediated
<3d26b01dc11ed$3559ef40$a00dcdc0$@submrequests.org>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<SL2P216MB12165290239DC48E2BBD5FD29E33A@SL2P216MB1216.KORP216.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@64867307591903738.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual IP Geolocation, Uncommon Attachment Type, Unusual Sender, Email Authentication",Remediated
<zyjRw9VJ8QKNtJTu3kIcd8Dyb0wraSkwkegNgEz6aE@mail-serve.hagro.cn>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<LBZy5gntamjOy2LXWeweoCn9APxCD6nOvXqojhKbt8@mail-serve.hagro.cn>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<OSNPR01MB736600F8A7958B7F764E3E47FC33A@OSNPR01MB7366.apcprd01.prod.exchangelabs.com>,Spam,Unusual Sender,Remediated
<ViPECeUQwLlaqqiUJVGNen74eVbaPOVZ8cccBPseo@mail-serve.hagro.cn>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<ViPECeUQwLlaqqiUJVGNen74eVbaPOVZ8cccBPseo@mail-serve.hagro.cn>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<PSAPR04MB4200BC34D0291C2B9A6F7281A133A@PSAPR04MB4200.apcprd04.prod.outlook.com>,Spam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
<PSAPR04MB4200BC34D0291C2B9A6F7281A133A@PSAPR04MB4200.apcprd04.prod.outlook.com>,Spam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
<ebf7a3c1-795e-4574-9166-b7987041b86c@ahalabventureportal.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<CAMFsz7Z=MMFe_OpzFixcMNTp_2kaOzyt=SAqo_o8tH3k_90NwQ@mail.gmail.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<AUXWWWWZA$UAYYATWCZTUAW@mail-out.via.act-on.net>,Phishing: Credential,"Unusual Sender, Suspicious Link, Suspicious Financial Request",Remediated
<4uqzrb6azi73.jhUDldCUJ44qDCHA37fylw2@tracking.speakers-connect.org>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<4uqzrb6azi73.Ek52JyYMsqlCHnqdrM4mFQ2@tracking.speakers-connect.org>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<4uqzrb6azi73.TR4Pf-YjEwXv1URB4isOSQ2@tracking.speakers-connect.org>,Spam,"Unusual Sender, Unusual Reply To",Remediated
<4uqzrb6azi73.DJzRTLGhOLKNGLcLWnAKRw2@tracking.speakers-connect.org>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<4uqzrb6azi73.vo_Q-tjUsMcwXXw-oaw2cg2@tracking.speakers-connect.org>,Spam,"Unusual Sender, Unusual Reply To",Remediated
<01000198c81aa8ba-dc79f45b-fbc3-4166-b062-5e2149dadaaf-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Uncommon Attachment Type, Unusual Sender Domain, Suspicious Financial Request",Remediated
<68a5e97e.170a0220.25c8.ef37@mx.google.com>,Spam,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<8101ff09-d8e8-4e81-b64e-bfc99b8124a7@iad4s13mta0995.xt.local>,Spam,"Unusual Sender, Invisible characters found in Email, Personal Information Theft, Unusual Reply To",Remediated
<CANDZsiHWxO78teVmrLJK0myrqHDKHAofXC95Bw6Egswi+ivF1A@mail.gmail.com>,Spam,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<264fb16f9b5d20d9fa5a6c3833f7c1aa8567e4a2c9@comercial5.online>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Personal Information Theft, Email Authentication, Unusual Reply To",Remediated
<ca8baa9c6aeff164b546e1cd7ed07722@swift.generated>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<20250820040546.00D9768C66401D13@colchester-uk.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated
<7d3f7197-c682-4630-b9bc-2a9cbf508846@iad4s13mta0985.xt.local>,Scam,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Unusual Reply To",Remediated
<TYZPR01MB3903D48094BE8E15BA9A945DB733A@TYZPR01MB3903.apcprd01.prod.exchangelabs.com>,Spam,Unusual Sender,Remediated
<TYZPR01MB3903D48094BE8E15BA9A945DB733A@TYZPR01MB3903.apcprd01.prod.exchangelabs.com>,Spam,Unusual Sender,Remediated
<SN6PR0102MB3375A910120B2BC4D4DA9FDBBA33A@SN6PR0102MB3375.prod.exchangelabs.com>,Other,Unusual Sender,Remediated
<SN6PR0102MB3375A910120B2BC4D4DA9FDBBA33A@SN6PR0102MB3375.prod.exchangelabs.com>,Other,Unusual Sender,Remediated
<SN6PR0102MB3375A910120B2BC4D4DA9FDBBA33A@SN6PR0102MB3375.prod.exchangelabs.com>,Other,Unusual Sender,Remediated
<SN6PR0102MB3375A910120B2BC4D4DA9FDBBA33A@SN6PR0102MB3375.prod.exchangelabs.com>,Other,Unusual Sender,Remediated
<TY0PR02MB534382A32C6B8CC77C85173DA833A@TY0PR02MB5343.apcprd02.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<c06e14b7-597f-4c6a-891f-85e8b35caed5@iad4s13mta0971.xt.local>,Spam,"Unusual Sender, Invisible characters found in Email, Unusual Reply To",Remediated
<107123480566641642222753@win93194>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<107123480566641642222753@win93194>,Spam,"Unusual Sender Domain, Suspicious Link, Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<01000198c7fab77f-926d3408-0b17-40a8-8c93-1871aadf58ec-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Uncommon Attachment Type, Unusual Sender Domain, Suspicious Financial Request",Remediated
<202518082022044FBFD55922-D6FBCAC9D2@wesmediagroup.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<baceefeb68394e7c9e60a38878393f86@docusign.net>,Phishing: Credential,"Unusual Sender, Low Context File Sharing Link(s), Suspicious Financial Request, Unusual Reply To",Remediated
<fe5601dc11e2$08bdf4a0$1a39dde0$@com>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<fe5601dc11e2$08bdf4a0$1a39dde0$@com>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<fe5601dc11e2$08bdf4a0$1a39dde0$@com>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<fe5601dc11e2$08bdf4a0$1a39dde0$@com>,Scam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<18422025082220F4C8A12514$82723A2401@wesmediagroup.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<933c0ba4-3708-a4cb-1f9f-4381dd397d0b@app-swift.com>,Spam,"Suspicious Link, Unusual Sender",Remediated
<CWLP123MB2385982077EDCCD8515CFCB7D633A@CWLP123MB2385.GBRP123.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<PN2PPFF6F27D914B6BACADED99D757E66BAF233A@PN2PPFF6F27D914.INDP287.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<762501dc11df$ed170400$c7450c00$@com>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<192520250814053D2E41A641-75CE4A37E6@empire-engg.co>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20251908005056E9B9DA9533$2F021B205E@studiocityfitness.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<TYYP286MB09228B248F7C8B57212465FBDA33A@TYYP286MB0922.JPNP286.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<TYYP286MB09228B248F7C8B57212465FBDA33A@TYYP286MB0922.JPNP286.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<TYYP286MB09228B248F7C8B57212465FBDA33A@TYYP286MB0922.JPNP286.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<TYYP286MB09228B248F7C8B57212465FBDA33A@TYYP286MB0922.JPNP286.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<CANqZhixS13GvAF-TsUf5JmVvS+grW-Qhqc1DxWV8GcGxoNvptQ@mail.gmail.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Suspicious Financial Request",Remediated
<192520250814053D2E41A641-75CE4A37E6@empire-engg.co>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<107123480566642665012958@win93194>,Spam,"Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<829744947.18087355.1755699404683@cell-4-7c7748c858-rfql4>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request",Remediated
<CAPjFET1Vjetk8iNgdV=wWh7RL3MZZA5nWUyZwxA5C3xj3AvTug@mail.gmail.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250820040750.AF81D93F82CB6AB9@colchester-uk.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<CAJCJ02wk=fhdyPhRN1T5sL3d_YG-KmBC3O_bvoqPzhXYVzBYOA@mail.gmail.com>,Social Engineering (BEC),"Potential Payroll Fraud, Unusual Sender Domain, Suspicious Financial Request, Unusual Sender",Remediated
<003c01dc11dc$57afab40$070f01c0$@aol.com>,Spam,Unusual Sender,Remediated
<003c01dc11dc$57afab40$070f01c0$@aol.com>,Spam,Unusual Sender,Remediated
<003c01dc11dc$57afab40$070f01c0$@aol.com>,Spam,Unusual Sender,Remediated
<003c01dc11dc$57afab40$070f01c0$@aol.com>,Spam,Unusual Sender,Remediated
<49281387539125@iZanuum2yrjwluZ>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Unusual Sender Domain, Suspicious Financial Request",Remediated
<190320250842009C58E8BDEB$270141B4EE@studiocityfitness.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<18132025082420345050F875-F5BE856082@wesmediagroup.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<CANqZhixxqFodxK6Bh26aJQ-=_msy2+-LQqis_Xex+WaKGov8yQ@mail.gmail.com>,Spam,"Suspicious Link, Unusual Sender, Suspicious Financial Request",Remediated
<107123480566642523712294@win93194>,Spam,"Unusual Sender Domain, Suspicious Link, Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<107123480566642523712294@win93194>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<3976401642112124865585@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<3976401642112124865585@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<3976401642112124865585@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<3976401642112124865585@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<99088e49c66a882a0c55b8011a7fea96@swift.generated>,Spam,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation",Remediated
<20250820040750.BBB7E300F215C10B@colchester-uk.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<19182025084100C1C8CB0B37$AB35E22D56@studiocityfitness.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<192520250843008BD24C410C-DAD49313CA@studiocityfitness.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<214959090.15546998.1755696716766@cell-4-7c7748c858-9kbrx>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<facsimile-22808-a782a15121b76ebffd78301387e43d3f@facsimile.hubspot-networks.net>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
