message_id,remediation_status,summary_insights
<9038B6AB85B7BB795875A9FE4E72715B@odi>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<9038B6AB85B7BB795875A9FE4E72715B@odi>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<9038B6AB85B7BB795875A9FE4E72715B@odi>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<9038B6AB85B7BB795875A9FE4E72715B@odi>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<autogen-java-20c0e566-0e18-4e8e-a06a-caeff5ee2cff@google.com>,Remediated,"Suspicious Link, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request"
<TYZPR01MB40662FDFF054985A5FD48CD8E82DA@TYZPR01MB4066.apcprd01.prod.exchangelabs.com>,Remediated,Unusual Sender
<CABXnV0+bdQ75_8ekz8hgUy1Fei2NMFHZPyPdUN_PELo=mbskHA@mail.gmail.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Unusual IP Geolocation, Suspicious Financial Request"
<CABXnV0+bdQ75_8ekz8hgUy1Fei2NMFHZPyPdUN_PELo=mbskHA@mail.gmail.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Unusual IP Geolocation, Suspicious Financial Request"
<8792413385056199335211@administrator>,Remediated,"Unusual Sender, Unusual Sender Domain"
<8792413385056223216418@administrator>,Remediated,"Unusual Sender, Unusual Sender Domain"
<CALLvH0Dj8_yAhzxPY8Me3CqC737yHdwdQXTM1Ee_Z56_642OHA@mail.gmail.com>,Remediated,"Abnormal Recipient Pattern, Unusual IP Geolocation, Unusual Sender, Suspicious Link, Personal Information Theft, Suspicious Financial Request"
<JH0PR02MB7120C2D5EA17DC24823D69FB852DA@JH0PR02MB7120.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<JH0PR02MB7120C2D5EA17DC24823D69FB852DA@JH0PR02MB7120.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<JH0PR02MB7120C2D5EA17DC24823D69FB852DA@JH0PR02MB7120.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<JH0PR02MB7120C2D5EA17DC24823D69FB852DA@JH0PR02MB7120.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<PA4PR09MB5697DACC3B0C6C1C222CD834922DA@PA4PR09MB5697.eurprd09.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SEZPR06MB752256AC73A192E89B1763D5D82DA@SEZPR06MB7522.apcprd06.prod.outlook.com>,Remediated,Unusual Sender
<SEZPR06MB752256AC73A192E89B1763D5D82DA@SEZPR06MB7522.apcprd06.prod.outlook.com>,Remediated,Unusual Sender
<DS7PR20MB4574127C703BFACE0B5004E8B92DA@DS7PR20MB4574.namprd20.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<DS7PR20MB4574127C703BFACE0B5004E8B92DA@DS7PR20MB4574.namprd20.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<DS7PR20MB4574127C703BFACE0B5004E8B92DA@DS7PR20MB4574.namprd20.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<DS7PR20MB4574127C703BFACE0B5004E8B92DA@DS7PR20MB4574.namprd20.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<1987e66830e.515706c2383698.7659978681497008100@zohomail.in>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Unusual Reply To"
<1987e66830e.515706c2383698.7659978681497008100@zohomail.in>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Unusual Reply To"
<1987e66830e.515706c2383698.7659978681497008100@zohomail.in>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Unusual IP Geolocation, Unusual Reply To"
<1987e66830e.515706c2383698.7659978681497008100@zohomail.in>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Unusual Reply To"
<80524057836481807616725@win95439>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request, Unusual Reply To"
<MAXP287MB427122300F481D3C56F94895E82DA@MAXP287MB4271.INDP287.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Personal Information Theft"
<SEYPR02MB8152DB32D9D9C8BD7F9FD61CD72DA@SEYPR02MB8152.apcprd02.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Personal Information Theft"
<45682185772882469718594@DESKTOP-Q0G9EOT>,Remediated,"Unusual Sender Domain, Unusual IP Geolocation, Personal Information Theft, Unusual Sender"
<1143236934956829996828@DESKTOP-Q0G9EOT>,Remediated,"Unusual Sender Domain, Unusual IP Geolocation, Unusual Sender"
<SE2P216MB2653F27287EE8074676AFEBB8F2DA@SE2P216MB2653.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Personal Information Theft"
<20250806064500-0.1.3s.be0k.0.49skhafbg1@launchiq.pl>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<20250806064500-0.1.3s.be0k.0.49skhafbg1@launchiq.pl>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<20250806064500-0.1.3s.be0k.0.49skhafbg1@launchiq.pl>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<20250806064500-0.1.3s.be0k.0.49skhafbg1@launchiq.pl>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<CAEgLLHa0SpcJYg+-hfZcfKJuuAPqirEcJLiEr27kWwPvt4ztUw@mail.gmail.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Unusual Reply To"
<2narn1gt1a3dqd9nhik97cxav.DBV6HYG24Z90@ventureascend.com>,Remediated,"Unusual Sender, Unusual Sender Domain, Suspicious Link"
<20250806154331637671@info.edsvc.top>,Remediated,"Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To"
<PU4P216MB13401AEE84D1798C82C8B5EA9D2DA@PU4P216MB1340.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<PU4P216MB1440A0B968FE8197D5C61DC6D92DA@PU4P216MB1440.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Unusual Reply To"
<CAKLcWSKMk691iA2+RFFOvRsbU-aiyDBy5JNan0mxEGq1kOcviA@mail.gmail.com>,Remediated,"Low Context File Sharing Link(s), Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain"
<CAKLcWSKR2qb7Lv2_BHxfOeqeTuDKRkZAqCCvHnVLxeu5jOB61w@mail.gmail.com>,Remediated,"Low Context File Sharing Link(s), Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain"
<CAKLcWS+GoW_gRhBnCv5yw2wAiwt21SB=kFRp6S-WOc8X7E=cSw@mail.gmail.com>,Remediated,"Low Context File Sharing Link(s), Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain"
<1987e4faa89.6154cf98381646.3327641667446541511@zohomail.in>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Unusual Reply To"
<autogen-java-c25c5d8b-15b8-47fe-90c7-8ea38cdee10b@google.com>,Remediated,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request"
<82e7057c4bc8eef5bcc756649a2dc931@wikiarticle.info>,Remediated,"Unusual Sender, Suspicious Link, Unusual Sender Domain"
<OS8PR04MB85457EC7CC14447009F5C3E8EB2DA@OS8PR04MB8545.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<OS8PR04MB85457EC7CC14447009F5C3E8EB2DA@OS8PR04MB8545.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<OS8PR04MB85457EC7CC14447009F5C3E8EB2DA@OS8PR04MB8545.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<OS8PR04MB85457EC7CC14447009F5C3E8EB2DA@OS8PR04MB8545.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<20250806091638.BE294D1F065411D5@sydneyseoguru.services>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request"
<7FNNRVMMR04G7W0H1M76JAFCJ0@drive.proton.me>,Remediated,"Unusual IP Geolocation, Abnormal Email Body HTML, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Email Authentication, Unusual Reply To"
<autogen-java-453d38c6-2d6f-4ee2-90e7-c79deaf9a118@google.com>,Remediated,Unusual Sender
<autogen-java-453d38c6-2d6f-4ee2-90e7-c79deaf9a118@google.com>,Remediated,Unusual Sender
<T1G8x61doq9ihKTjDcN9d1HWuttncZYs06lI2njrWWl03ERIzqsdmWTsVkudPW36b5_xhlg5G1RWjFJ-V1JrKPCAsjTSQK8qg6CjaUERe8g=@proton.me>,Remediated,"Suspicious Link, Unusual Sender, Abnormal Email Body HTML, Unusual IP Geolocation"
<D40098A1-49B0-48BC-87B5-5191A71B82FD@WISSEND-MAILSERVER.wissend.in>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Unusual IP Geolocation, Suspicious Financial Request, Unusual Reply To"
<4uqvd75mpsl1.osXLwBhf3HZfOxn6pB2a_Q2@tracking.hy.acmfgedm.com>,Remediated,"Unusual Sender Domain, Unusual Sender, Unusual Reply To"
<6892fe6b.170a0220.23c428.66d6@mx.google.com>,Remediated,"Unusual Sender, Unusual Reply To"
<250ecc08-f6b1-411d-8f44-c4b8c44f19dd@alibaba.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To"
<250ecc08-f6b1-411d-8f44-c4b8c44f19dd@alibaba.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To"
<250ecc08-f6b1-411d-8f44-c4b8c44f19dd@alibaba.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To"
<250ecc08-f6b1-411d-8f44-c4b8c44f19dd@alibaba.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To"
<CAEn-CtsGbENWF+MwBeBkrsj3GRFPOBaAmqeMJtB63khyNA=_fQ@mail.gmail.com>,Remediated,"Unusual Sender, Personal Information Theft"
<CAEn-CtsGbENWF+MwBeBkrsj3GRFPOBaAmqeMJtB63khyNA=_fQ@mail.gmail.com>,Remediated,"Unusual Sender, Personal Information Theft"
<156989183974165.0.LBM2981397127@toptemu.click>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<ad5f6fee-5d45-4e7b-a9b0-4df364bb0bc4@intcm.org>,Remediated,"Suspicious Link, Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To"
<20250806064033.25677f57567ed409@mg.teamblackdog.org.au>,Remediated,"Unusual Sender, Unusual Reply To"
<11432369349568853410759@DESKTOP-Q0G9EOT>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Unusual Reply To"
<11432369349568853410759@DESKTOP-Q0G9EOT>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual Reply To"
<690da81e81253721ce39d8c1fe457d2d4108023d@isend.oajaropenaccess.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To"
<458890651401897.9.BTW7902486130@toptemu.click>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<1156510206656@iZawznedwvtfroZ>,Remediated,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Unusual Sender Domain, Suspicious Financial Request"
<edd5b8d5-88c8-4d6d-a4b9-6497e6172452@ML1PEPF0000F178.ausprd01.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Unusual IP Geolocation, Suspicious Financial Request, Unusual Reply To"
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<SG2PR02MB53779BD939A628B26E6D5F84D62DA@SG2PR02MB5377.apcprd02.prod.outlook.com>,Remediated,Unusual Sender
<ce511fce-bbb2-64ec-4806-4a350df1b334@karmak.com>,Remediated,"Unusual IP Geolocation, Unusual Sender"
<TYZPR01MB5375A7B8F3CC9135131E2ACEE92DA@TYZPR01MB5375.apcprd01.prod.exchangelabs.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<537139359384644.7.ECQ0325683163@toptemu.click>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<TYQPR04MB8969E57BBF8FC49E63111759E22DA@TYQPR04MB8969.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<TYQPR04MB8969E57BBF8FC49E63111759E22DA@TYQPR04MB8969.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<TYQPR04MB8969E57BBF8FC49E63111759E22DA@TYQPR04MB8969.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<TYQPR04MB8969E57BBF8FC49E63111759E22DA@TYQPR04MB8969.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<CAFVOFG2vhJHLrWgk0iYPc7qt3H_kzRckvvzao21HUjPkv1d4BA@mail.gmail.com>,Remediated,"Suspicious Link, Unusual Sender, Invisible characters found in Email"
<486040119442427824354@win86150>,Remediated,"Unusual Sender, Unusual Sender Domain, Personal Information Theft"
<5112399680000231553472@win86150>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft"
<K0BYHRYUK7F.Y2CDTQUZFGBEIC38ZFHC-Y99HT1KQFWL4.IVLA9@hbgtgk.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link"
<1dcd391ce2925450edf3d0b8ba89990f@globetechau.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Low Context File Sharing Link(s), Uncommon Attachment Type, Unusual Sender Domain"
<1dcd391ce2925450edf3d0b8ba89990f@globetechau.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Low Context File Sharing Link(s), Uncommon Attachment Type, Unusual Sender Domain"
<5332404537872411730626@WIN-8H6JMQBVGP2>,Remediated,"Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To"
<5332404537872411730626@WIN-8H6JMQBVGP2>,Remediated,"Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To"
<5332404537872411730626@WIN-8H6JMQBVGP2>,Remediated,"Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To"
<5332404537872411730626@WIN-8H6JMQBVGP2>,Remediated,"Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To"
<5332404537872411730626@WIN-8H6JMQBVGP2>,Remediated,"Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To"
<JH0PR02MB8000B75D258ED9EAB559FF6CB52DA@JH0PR02MB8000.apcprd02.prod.outlook.com>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<JH0PR02MB8000B75D258ED9EAB559FF6CB52DA@JH0PR02MB8000.apcprd02.prod.outlook.com>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<268901dc0694$05821590$108640b0$@com>,Remediated,Unusual Sender
<268901dc0694$05821590$108640b0$@com>,Remediated,Unusual Sender
<268901dc0694$05821590$108640b0$@com>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<268901dc0694$05821590$108640b0$@com>,Remediated,Unusual Sender
<1419192645.1533215.1754457754751@mail.yahoo.com>,Remediated,"Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern"
<1419192645.1533215.1754457754751@mail.yahoo.com>,Remediated,"Unusual Sender, Unusual IP Geolocation, Abnormal Recipient Pattern"
<SCZPR80MB7051584C28E13F419BBBE5CFAB2DA@SCZPR80MB7051.lamprd80.prod.outlook.com>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<SCZPR80MB7051584C28E13F419BBBE5CFAB2DA@SCZPR80MB7051.lamprd80.prod.outlook.com>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<5788399673096559816979@win97020>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation"
<57883996730962093628172@win97020>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation"
<57883996730962093628172@win97020>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation"
<MEYP282MB1765A6ECE227D969A9525043AC2DA@MEYP282MB1765.AUSP282.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Suspicious Link, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft"
<SY8P282MB4792899E09A04317FBAF02FA962DA@SY8P282MB4792.AUSP282.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<SY8P282MB4792899E09A04317FBAF02FA962DA@SY8P282MB4792.AUSP282.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<PSAPR04MB4359FC41FF6C90511DA948F7C22DA@PSAPR04MB4359.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<5331c09d-3d5e-12f1-ee92-87bb03aae9db@gmx.de>,Remediated,"Suspicious Fax or Voicemail notification, Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender"
<b659df2e-939c-5cd9-67c5-b74f97c9eff1@gmx.de>,Remediated,"Suspicious Fax or Voicemail notification, Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender"
<17ed01dc068e$aba65680$02f30380$@medwinpublisher.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain"
<ee40888d-3b6c-ff54-22d5-e2ffb2d26197@gmx.de>,Remediated,"Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender"
<OSZPR01MB845002DF95CD1CE451500E8D8E2DA@OSZPR01MB8450.jpnprd01.prod.outlook.com>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<KL1PR01MB3794351398611972E9882A00A62DA@KL1PR01MB3794.apcprd01.prod.exchangelabs.com>,Remediated,Unusual Sender
<KL1PR01MB3794351398611972E9882A00A62DA@KL1PR01MB3794.apcprd01.prod.exchangelabs.com>,Remediated,Unusual Sender
<KL1PR01MB3794351398611972E9882A00A62DA@KL1PR01MB3794.apcprd01.prod.exchangelabs.com>,Remediated,Unusual Sender
<KL1PR01MB3794351398611972E9882A00A62DA@KL1PR01MB3794.apcprd01.prod.exchangelabs.com>,Remediated,Unusual Sender
<8b5e5ddc0e92a5a173bb401dc3b8f8e2@wikiarticle.de>,Remediated,"Unusual IP Geolocation, Unusual Sender, Personal Information Theft"
<235701dc068b$ec8ebaf0$c5ac30d0$@createleads.info>,Remediated,"Unusual IP Geolocation, Unusual Sender"
<SEZPR06MB7410CFA095B2851A726457CCBE2DA@SEZPR06MB7410.apcprd06.prod.outlook.com>,Remediated,Unusual Sender
<SEZPR06MB7410CFA095B2851A726457CCBE2DA@SEZPR06MB7410.apcprd06.prod.outlook.com>,Remediated,Unusual Sender
<SI2PR06MB4612DE30EED19412D507FEAEC32DA@SI2PR06MB4612.apcprd06.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SI2PR06MB4612DE30EED19412D507FEAEC32DA@SI2PR06MB4612.apcprd06.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SI2PR06MB4612DE30EED19412D507FEAEC32DA@SI2PR06MB4612.apcprd06.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SI2PR06MB4612DE30EED19412D507FEAEC32DA@SI2PR06MB4612.apcprd06.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<21c201dc068b$96a2e170$c3e8a450$@createleads.info>,Remediated,"Unusual IP Geolocation, Unusual Sender"
<2de0f2fa697b45dda3f434d72097d8ab@jurnlcasereprtss.info>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To"
<nd_m_wN8QT6_dFhbwgsoaw@geopod-ismtpd-8>,Remediated,"Unusual Sender, Suspicious Link"
<20250806055739.4F97A1ED9CFD9008@sydneyseoguru.services>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request"
<010201987d82d143-287a6c8b-220e-4f8c-ba65-b109d5d6c8d7-000000@eu-west-1.amazonses.com>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual Reply To"
<PH0PR13MB5017D366F1D73FF72F625081AB2DA@PH0PR13MB5017.namprd13.prod.outlook.com>,Remediated,"Unusual Sender, Suspicious Link, Unusual Sender Domain"
<20250806115015.86532-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0056518@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806115015.73559-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0044290@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806115015.23010-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0046403@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806115025.48104-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0034617@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806115025.60159-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0043842@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806115025.00694-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0045007@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806115015.40480-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0021282@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806115025.58564-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0096707@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806115015.68449-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0062329@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806115015.97486-{10912:api-10912-286D061EB90D2ACBAAE60F590ED35953}-0088346@edm.dqxx.com.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<2268414761312998719269@administrator>,Remediated,"Unusual Sender, Unusual Sender Domain"
<SE1P216MB229768FB8B646EC1C09648E8E22DA@SE1P216MB2297.KORP216.PROD.OUTLOOK.COM>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<SE1P216MB229768FB8B646EC1C09648E8E22DA@SE1P216MB2297.KORP216.PROD.OUTLOOK.COM>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<65763997386321624522789@win97020>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation"
<SEZPR04MB7259A388176960E2ABF3FD51D02DA@SEZPR04MB7259.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SEZPR04MB7259A388176960E2ABF3FD51D02DA@SEZPR04MB7259.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SEZPR04MB7259A388176960E2ABF3FD51D02DA@SEZPR04MB7259.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SEZPR04MB7259A388176960E2ABF3FD51D02DA@SEZPR04MB7259.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SEZPR04MB7259A388176960E2ABF3FD51D02DA@SEZPR04MB7259.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SEZPR04MB7259A388176960E2ABF3FD51D02DA@SEZPR04MB7259.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SEZPR04MB7259A388176960E2ABF3FD51D02DA@SEZPR04MB7259.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SEZPR04MB7259A388176960E2ABF3FD51D02DA@SEZPR04MB7259.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<FR2P281MB2361DAE27CED94491DC38228892DA@FR2P281MB2361.DEUP281.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Suspicious Financial Request"
<f1529162-56d9-bc62-a96f-109d5fc1de49@gmx.de>,Remediated,"Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender"
<20250806110050.92525-{12879:20250806092719-12879-58}-0050999@pipe.hnssd.com>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806110050.92525-{12879:20250806092719-12879-58}-0050999@pipe.hnssd.com>,Remediated,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806110050.92525-{12879:20250806092719-12879-58}-0050999@pipe.hnssd.com>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<20250806110050.92525-{12879:20250806092719-12879-58}-0050999@pipe.hnssd.com>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<28ee5baee98a5bc929bacfe3708d5ac9@unitedsummitgatheringjp.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern"
