email_message_id,threat_tactic_name,abnormal_security_threat_summary_insights,abnormal_security_threat_remediation_status
<c47c7438bf336284b927e7670560265f73697724@bookandjointheevent.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<c47c7438bf336284b927e7670560265f73697724@bookandjointheevent.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<c47c7438bf336284b927e7670560265f73697724@bookandjointheevent.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<c47c7438bf336284b927e7670560265f73697724@bookandjointheevent.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<E1ukC3s-0000000Chch-0riV@rvs.virtual-mail-053.net>,Spam,"Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain",Remediated
<090afcbf1180b4d1bcabf8d80eeffa301411eb14@bookandjointheevent.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<4616438512808228295617@DESKTOP-MQ7BKO8>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To",Remediated
<d072986d-a384-e3ed-642b-29cee74d0c94@captivecorp.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<3a11e47d-78c0-e954-7e8c-7f55f91e86bc@captivecorp.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<70e8ba679302a50717d4d196c76fbde9293e93aa@bookandjointheevent.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<70e8ba679302a50717d4d196c76fbde9293e93aa@bookandjointheevent.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<aafc2436-8a58-2cbc-39d1-092ef7aada97@captivecorp.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<PS2P216MB1124A662CA180BA467292391F52FA@PS2P216MB1124.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<46164385128082791611340@DESKTOP-MQ7BKO8>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To",Remediated
<46164385128082791611340@DESKTOP-MQ7BKO8>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To",Remediated
<ME0P282MB43414F6333C97413DF5A481DE62FA@ME0P282MB4341.AUSP282.PROD.OUTLOOK.COM>,Phishing: Credential,Unusual Sender,Remediated
<0101019887330984-b64fb2e4-c698-4671-96cd-6abbc91963c6-000000@us-west-2.amazonses.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain",Remediated
<CALsVHqwh+K4ksMENb2X_a9sT4iGTsX1SLeYYhs=0UpdvPv4jYg@mail.gmail.com>,Reconnaissance,"Unusual IP Geolocation, Unusual Sender",Remediated
<SE2P216MB18515B056003CDFE9B1CC1A7D22FA@SE2P216MB1851.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<SE2P216MB18515B056003CDFE9B1CC1A7D22FA@SE2P216MB1851.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<SE2P216MB18515B056003CDFE9B1CC1A7D22FA@SE2P216MB1851.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<SE2P216MB18515B056003CDFE9B1CC1A7D22FA@SE2P216MB1851.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<b652d84cd25a00f97cd14766ff3c9566@0>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender",Remediated
<BJXPR01MB05986A3789A258C1D406FA82F32F2@BJXPR01MB0598.CHNPR01.prod.partner.outlook.cn>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<SE2P216MB18515D4EAADC58720FDAD23ED22FA@SE2P216MB1851.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<SE2P216MB18515D4EAADC58720FDAD23ED22FA@SE2P216MB1851.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<SE2P216MB18515D4EAADC58720FDAD23ED22FA@SE2P216MB1851.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<SE2P216MB18515D4EAADC58720FDAD23ED22FA@SE2P216MB1851.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<6328399680000983920932@win86150>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Personal Information Theft",Remediated
<E1ukAvQ-002FgS-JJ@mx293.antispamcloud.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Suspicious Financial Request, Unusual Reply To",Remediated
<20250808021846.FB15151B5A59B66B@wellspringdigital.life>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<CAOQy4qqP5KJpghhcQ4sTeuLyQyUDegU3FUP3a_nY8TeR1N=NUQ@mail.gmail.com>,Phishing: Credential,"Abnormal Recipient Pattern, Unusual Sender",Remediated
<28990100552000025072822836673_28990100539003625080860172447_XTransfer@shipinfoaibiz.com>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request, Unusual Reply To",Remediated
<f6dcdde3d236dbf1b6e36832dffdb402@0>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Link(s) Detected in Attachment",Remediated
<019886fb-87f1-7291-a092-fd53c66b5da9@startgamerun.com>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<B64917E6-43AE-4A43-AC67-3A928D46E664@primecreative.com.au>,Spam,"Suspicious Link, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Suspicious Financial Request",Remediated
<B64917E6-43AE-4A43-AC67-3A928D46E664@primecreative.com.au>,Spam,"Suspicious Link, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Suspicious Financial Request",Remediated
<B64917E6-43AE-4A43-AC67-3A928D46E664@primecreative.com.au>,Spam,"Suspicious Link, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Suspicious Financial Request",Remediated
<B64917E6-43AE-4A43-AC67-3A928D46E664@primecreative.com.au>,Spam,"Suspicious Link, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250808011624.9F4682DF6FFC68C4@sydneyseoguru.services>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Suspicious Financial Request",Remediated
<0101019886bd7b82-abc93f75-1b91-4eb6-b75e-f111661abdba-000000@us-west-2.amazonses.com>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0101019886b6fe7f-b6f25b8a-0811-4007-8be9-26378a5bc391-000000@us-west-2.amazonses.com>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0101019886b6f9e6-60554ebf-fa29-4a8e-9dcf-f593511e4aa1-000000@us-west-2.amazonses.com>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<MWHPR79MB2078.A1F5935759462D5D@zeelandnet.nl>,Phishing: Credential,"Unusual Sender, Abnormal Email Body HTML, Invisible characters found in Email, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<68952628.050a0220.3b16c5.bb4e@mx.google.com>,Scam,"Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request",Remediated
<68952628.050a0220.3b16c5.bb4e@mx.google.com>,Scam,"Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request",Remediated
<68952628.050a0220.3b16c5.bb4e@mx.google.com>,Scam,"Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request",Remediated
<68952628.050a0220.3b16c5.bb4e@mx.google.com>,Scam,"Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request",Remediated
<68952628.050a0220.3b16c5.bb4e@mx.google.com>,Scam,"Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request",Remediated
<68952628.050a0220.3b16c5.bb4e@mx.google.com>,Scam,"Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request",Remediated
<68952628.050a0220.3b16c5.bb4e@mx.google.com>,Other,"Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request",Remediated
<PU4P216MB2283CB60616FF3B5790995AC922CA@PU4P216MB2283.KORP216.PROD.OUTLOOK.COM>,Scam,Unusual Sender,Remediated
<PU4P216MB2283CB60616FF3B5790995AC922CA@PU4P216MB2283.KORP216.PROD.OUTLOOK.COM>,Scam,Unusual Sender,Remediated
<PU4P216MB2283CB60616FF3B5790995AC922CA@PU4P216MB2283.KORP216.PROD.OUTLOOK.COM>,Scam,Unusual Sender,Remediated
<PU4P216MB2283CB60616FF3B5790995AC922CA@PU4P216MB2283.KORP216.PROD.OUTLOOK.COM>,Scam,Unusual Sender,Remediated
<68004146957762254712065@administrator>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<5f318522-23dc-f5a4-05b2-72c3a2be7254@roteq.com.au>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Suspicious Financial Request",Remediated
<eb521f8c-ae26-e7b0-7c9f-6ce350affc98@roteq.com.au>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Suspicious Financial Request",Remediated
<010001988673e931-5c65f899-057c-4861-8e30-23cc23a1e8c2-000000@email.amazonses.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<0100019886557732-52b6cf24-e3ab-4180-b4e3-04a4317bbcf1-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Invisible characters found in Email, Unusual Sender Domain",Remediated
<23860367870264153124263@DESKTOP-Q0G9EOT>,Invoice/Payment Fraud (BEC),"Unusual Sender Domain, Unusual IP Geolocation, Personal Information Theft, Unusual Sender, Email Authentication",Remediated
<23860367870264153124263@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender Domain, Unusual IP Geolocation, Personal Information Theft, Unusual Sender, Email Authentication",Remediated
<20250808044257484251@email.tradetptas12.com>,Spam,"Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<20250808044257484251@email.tradetptas12.com>,Spam,"Unusual Sender, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<20250808044257484251@email.tradetptas12.com>,Spam,"Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<20250808044257484251@email.tradetptas12.com>,Spam,"Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<H7Bpy2PeJ6ILwNRBkK2ABQ@notifications.google.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<dAxEWT9KnBH42dN-XeIylg@notifications.google.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<0100019886452b51-9d7d4956-7f63-4e65-8d9d-058a2785dfed-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<20250807224153.D908AD0618754C60@sydneyseoguru.services>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250807224153.D908AD0618754C60@sydneyseoguru.services>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Suspicious Financial Request",Remediated
<20250807224153.D908AD0618754C60@sydneyseoguru.services>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Suspicious Financial Request",Remediated
<20250807224153.D908AD0618754C60@sydneyseoguru.services>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250807224153.D908AD0618754C60@sydneyseoguru.services>,Other,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Suspicious Financial Request",Remediated
<0100019886422172-510fd24d-d0d3-491c-944b-0866419affb4-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<010001988639aa52-e255f2bd-646e-4207-98ea-c0ee87dac578-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<010001988639358d-7ecc2210-fa6b-4be3-a771-7d5627d365c1-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0100019886356bcb-30cac293-42c0-41cf-ac15-dbaaa271fd79-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<63283996800002275415449@win86150>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft",Remediated
<0100019886344c7f-1bb6bde1-e6dc-405e-a7cb-c16b54b6d17f-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0100019886342327-461c450a-a030-4559-b8e5-9ce5189cdfe6-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<01000198862f40dc-ad3696bc-b113-4c27-b756-f17122c17078-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<01000198862f0437-24c453ad-b8f6-4e17-be57-e32df6479732-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<UVBTZBUWTX$UAYXYCABZBXYT@mail-out.via.act-on.net>,Phishing: Credential,"Unusual Sender, Suspicious Link, Suspicious Financial Request",Remediated
<01000198862e307e-b592e342-db7d-4142-8e6a-6e19c3d43032-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<20250807221553.96C98022C6A0D38A@nswwebguru.solutions>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<20250807221553.96C98022C6A0D38A@nswwebguru.solutions>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<01000198862cd460-1698fc8f-30eb-4463-a953-8f03cefa7828-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<01000198862a69fc-dd7ca4ff-e0a2-4e3b-9351-269b05c6aed7-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250807221202.4C6F180802857F49@nswwebguru.solutions>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation",Remediated
<ZGM8Y000000000000000000000000000000000000000000000T0N3LN00AFI3x6jYRvuOxdJhfUQAnw@sfdc.net>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<598012535814062444@mail.haazconsult.uk>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<sCcPk000000000000000000000000000000000000000000000T0N3LC00HKoIFnn4SUSy7qb69iGiSQ@sfdc.net>,Spam,Unusual Sender,Remediated
<mGn0G000000000000000000000000000000000000000000000T0N3LF004bvE4GjPQ1atHum7SH-PTw@sfdc.net>,Spam,Unusual Sender,Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<41643996730962729316973@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<56363997543361665421550@win95439>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request, Unusual Reply To",Remediated
<56363997543361665421550@win95439>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request, Unusual Reply To",Remediated
<5xxSB195Xpt6KFEMqCK_BQ@notifications.google.com>,Spam,"Suspicious Fax or Voicemail notification, Unusual Sender, Unusual Sender Domain",Remediated
<GF7HjaOzhu4lWfxwbkahtw@notifications.google.com>,Spam,"Suspicious Fax or Voicemail notification, Unusual Sender, Unusual Sender Domain",Remediated
<0100019885f516e2-dc2352b7-f567-4fb3-83e0-225628a63f15-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0100019885f4949c-261ac90c-8cd3-42e1-85d6-6e4bc13330be-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0100019885f19cbc-52301390-d307-4776-a7ef-dda32a469e47-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<0100019885f0a451-4ae0218e-b0c5-46e4-a328-64be46009023-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0100019885efe661-f2410c6a-fedb-4a0c-921f-3a449cc0735d-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<!&!AAAAAAAAAAAYAAAAAAAAAKPSp6VqN15Eo7pG9nvfKbDCgAAAEAAAAOfw+YYnv0ZAgSEF/dNi9QIBAAAAAA==@gmail.com>,Spam,"Unusual Sender, Unusual IP Geolocation",Remediated
<!&!AAAAAAAAAAAYAAAAAAAAAKPSp6VqN15Eo7pG9nvfKbDCgAAAEAAAAOfw+YYnv0ZAgSEF/dNi9QIBAAAAAA==@gmail.com>,Spam,"Unusual Sender, Unusual IP Geolocation",Remediated
<0100019885ef7f4e-a54812bc-338f-446b-bfbc-88d12e5ac75c-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0100019885ea38f1-7b51a42c-80ff-476d-93f2-156ad1c0aa09-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender Domain, Suspicious Financial Request, Unusual Sender",Remediated
<0100019885e9f81b-9637e000-2c20-4f82-9f1f-8f7745ab3287-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250807190036.9e3294e9e15818ae@kjbm.thefuturefocusedadmin.com>,Spam,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0100019885e7dba6-9eb0365c-3872-4a36-bd97-71530f6b37fe-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0100019885e58041-88e0ed29-7eb3-4547-b4f3-906c79eef1c3-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<0100019885e533f2-52b6b7db-0341-44a3-8712-316a42bf47e0-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<0100019885d96e0b-98f0668b-7ccb-430a-9454-8427cee21e07-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<0100019885d7b7ca-d0acdc5e-8e14-4f7f-9ee6-677ddc1c3ba6-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<0100019885cd12e1-65042d52-a5d2-441b-bc0c-95b31a4d9e8c-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<CY4PR0701MB3811D101AE3DB67B85E9F47FFB2CA@CY4PR0701MB3811.namprd07.prod.outlook.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<Jjg9w000000000000000000000000000000000000000000000T0MYMW00rWRa43zTToOXwqSrZsPITw@sfdc.net>,Spam,"Unusual IP Geolocation, Suspicious Link, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<YXDRg000000000000000000000000000000000000000000000T0MYN500oRpVdKm2RIKrfP8-gTqJYw@sfdc.net>,Spam,"Unusual Sender, Personal Information Theft, Unusual Reply To",Remediated
<ZVLDPJR6MPN_6894ed0230787_7115908562d_sprut@zendesk.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated
<SJ5PPF408BF962AF255933903413237238FB22CA@SJ5PPF408BF962A.namprd20.prod.outlook.com>,Spam,"Unusual Sender, Suspicious Link",Remediated
<0100019885b92836-ff36c870-08ba-47f0-9406-f7091c785b63-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<175458992491.9704.15127519639160474790@Idexteriorpros.com>,Phishing: Credential,"Uncommon Attachment Type, Unusual Sender, Unusual Sender Domain",Remediated
<BAXUUVVZA$UAYXYBCAWAVCV@mail-out.via.act-on.net>,Phishing: Credential,"Unusual Sender, Suspicious Link, Suspicious Financial Request",Remediated
<31362094752828@iZd5zt3va5ua5iZ>,Invoice/Payment Fraud (BEC),"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Unusual Sender Domain, Suspicious Financial Request",Remediated
<700601dc07c2$b610dac0$22329040$@ogad-conference.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Personal Information Theft, Unusual Reply To",Remediated
<202507081738.4bp5ygz6l8s3j@bt.d.mailin.fr>,Phishing: Credential,"Suspicious Link, Abnormal Email Body HTML, Invisible characters found in Email, Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To",Remediated
<5636399754336211311668@win95439>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<8f93b23c32ef382bdca6e24199be6b28@webmail-alfa3211.alfahosting-server.de>,Spam,"Abnormal Recipient Pattern, Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<5636399754336140171784@win95439>,Spam,"Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated
<046DBCED-6A9E-43F7-A3DE-C2476A4B5ACA@story3capital.com>,Phishing: Credential,"Abnormal Recipient Pattern, Suspicious Link, Unusual Sender, Suspicious Financial Request",Remediated
<046DBCED-6A9E-43F7-A3DE-C2476A4B5ACA@story3capital.com>,Phishing: Credential,"Abnormal Recipient Pattern, Suspicious Link, Unusual Sender, Suspicious Financial Request",Remediated
<f71cf43b-12e1-e5a0-30c6-1425e1ae75ae@futuragroupanz.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request",Remediated
<92a5f55d-5cfa-4741-b5b3-166013fb66be@io.emai2.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<1754585945_2286833@mail.skynetbb.com>,Other,"Unusual Sender, Email Authentication",Remediated
<20250807164953.5228c16c76a5d596@signetresearch.us>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<010101988565ae5f-f3c21cd7-72da-4630-b65a-a31dcd02726e-000000@us-west-2.amazonses.com>,Spam,"Unusual Sender, Abnormal Email Body HTML, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<1754584429078.5b540d30-a6ca-4907-96e2-36dfc95ebb70@392942m.ifrs.org>,Spam,"Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated
<dYZGadKNdBwawXFiemjjJHeZ9dL7SQWe3Z8BQLegNuQ@technetbook.com>,Phishing: Credential,"Unusual Sender, Abnormal Email Body HTML",Remediated
<baadd525937e784a1ad67cd348b0cf41@webmail-alfa3211.alfahosting-server.de>,Reconnaissance,"Abnormal Recipient Pattern, Unusual IP Geolocation, Unusual Sender",Remediated
<aee8ffd73a28e0ca223dfa6de85fff5f@sales.enlight-womenlead.com>,Spam,Unusual Sender,Remediated
<2d5cbefb-baa0-4804-88ee-e0ea57868582@iad4s13mta904.xt.local>,Scam,"Unusual Sender, Suspicious Link, Personal Information Theft, Suspicious Financial Request",Remediated
<56363997543361001522604@win95439>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<56363997543361001522604@win95439>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<56363997543361001522604@win95439>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<56363997543361001522604@win95439>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<56363997543361001522604@win95439>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<CO1PR02MB8636CEF035B4719B97B73147E42CA@CO1PR02MB8636.namprd02.prod.outlook.com>,Invoice/Payment Fraud (BEC),"Unusual Sender, Suspicious Link, Personal Information Theft, Suspicious Financial Request",Remediated
<CAP2N7reX-SMztcd3j5Uidg=YMOuO5giOqG9tram1DemHFTABLw@mail.gmail.com>,Spam,Unusual Sender,Remediated
<PUZPR02MB626410DBC7056A70761433EBD62CA@PUZPR02MB6264.apcprd02.prod.outlook.com>,Spam,"Abnormal Recipient Pattern, Unusual Sender, Unusual Sender Domain",Remediated
<PUZPR02MB626410DBC7056A70761433EBD62CA@PUZPR02MB6264.apcprd02.prod.outlook.com>,Spam,"Abnormal Recipient Pattern, Unusual Sender, Unusual Sender Domain",Remediated
<PUZPR02MB626410DBC7056A70761433EBD62CA@PUZPR02MB6264.apcprd02.prod.outlook.com>,Spam,"Abnormal Recipient Pattern, Unusual Sender, Unusual Sender Domain",Remediated
