InternetMessageID,SublimeFlaggedRuleName,
Brand impersonation: Adobe with suspicious language and link,0198ee0a-6e19-7c5a-9809-741c794e6433,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-982e55b4-ee6b-48e0-852c-a90d831ca45a-r0-SendEmail-rh_ae-aid_b1dffcf3-c9b3-490a-a422-5056fe405125@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-6c27-720a-b793-13b6dfc81f76,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-3d903394-9c28-4bc3-836c-b56658e0bc42-r0-SendEmail-rh_ae-aid_baf58a69-b8c1-4f1e-b9e1-411805f52518@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-6318-7cf9-ad25-4b75ec5f5187,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-90456c29-7073-4df9-a86b-ce907ba17ab5-r0-SendEmail-rh_ae-aid_1e54671b-688a-47e2-88bf-ac139e6959c9@odspnotify>"
"Business Email Compromise (BEC) attempt from untrusted sender, Employee impersonation: Payroll fraud, Employee impersonation with urgent request (untrusted sender)",0198ee0a-ee47-7f2a-91dc-92981880cc64,<4cC27Z3wylz1xnt@fr-int-smtpout16.hostinger.io>
Credential phishing: Suspicious e-sign agreement document notification,0198ee0a-d55a-75e2-963e-4a89d2eb4eff,"<SpoImmediateAlert-becc0a11-f55f-4eb2-97a8-4dbbca6baa1e,becc0a11-f55f-4eb2-97a8-4dbbca6baa1e-e24de50d-9d97-404b-a922-dd8d853c6f12-r0-SendEmail-rh_ae-aid_673afe28-32d7-4bcd-9e7f-2ae7f33b0df7@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee09-a35e-758c-a79c-d80439289b41,"<SpoImmediateAlert-b57cd81f-5aa2-4e44-a71d-7bcf6e3a3db6,b57cd81f-5aa2-4e44-a71d-7bcf6e3a3db6-f81c41f4-0f61-44c5-a53f-727b6dd1c712-r0-SendEmail-rh_ae-aid_ed9cdee5-cb9b-46ce-b5f9-1b6dadba68ec@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee02-37f0-76f7-a6fe-1c9c8295a23c,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-3192ad5f-da63-4d42-8fa6-da153034db25-r0-SendEmail-rh_ae-aid_8189cd5c-f87b-4858-9e37-d245194a5a70@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-c748-7a36-b02d-7b95cd93039b,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-c2eba136-edb8-4bf7-9ca4-e71fb1915df8-r0-SendEmail-rh_ae-aid_ddf7f169-4ab6-4284-94e1-6122bd57ac0c@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-acfa-7b43-98ac-a5dad2835ecb,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-d90bd1e6-50b0-4384-b43d-04f2b38a946a-r0-SendEmail-rh_ae-aid_680cda45-5a77-48b4-a880-e83fa4c5e749@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-a7be-7ba4-bece-f1a8e9ca621e,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-1a5e7f4f-1171-42c4-9f27-02b6fd80e767-r0-SendEmail-rh_ae-aid_2dec5d0f-e89c-4ef7-80a8-0e965a9fdb53@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-9052-7bf4-a64c-6ce5ba04717a,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-5be0d653-2527-40cf-a31f-1c2906448537-r0-SendEmail-rh_ae-aid_d8d8a00d-22a2-48fa-9272-d53be7bf8201@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-8793-7c64-9a19-84854bfef2b1,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-5732a59a-d46d-4cd4-800c-96f6a1e02892-r0-SendEmail-rh_ae-aid_759199df-8802-4204-94cb-e92ecc6053cc@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-842d-7415-8444-66e0c6aabe8e,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-cae94093-7e45-4e62-bd8b-5cb6a88c1a9f-r0-SendEmail-rh_ae-aid_d773d7cf-4ce1-4ca4-8ec6-853ba2264272@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-7c1f-72f9-a67f-027991e2a888,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-dffdfd44-9c85-4633-9b07-eaa384fda55c-r0-SendEmail-rh_ae-aid_d8e70805-7a40-4e80-8826-e6a01a045883@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-7022-79f6-8030-ffe98d2e9135,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-046c5cdb-f7a7-4fb9-8a2b-cd1c408db0c1-r0-SendEmail-rh_ae-aid_1cd28c42-6d1a-4f88-b576-38f880d8a639@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-c1f9-744f-9afe-81ceffc247d4,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-97106165-1868-477b-b9e9-ee4dfea85423-r0-SendEmail-rh_ae-aid_cc463bd3-eaa2-4cc3-a511-a263c769b263@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-b59f-73f9-bf4f-727afaef5da3,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-e30dcb38-7059-408a-bbca-26d605bb8cdd-r0-SendEmail-rh_ae-aid_5ea80714-0faa-420d-80ab-6fb0876d2dd0@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-a5ec-7158-acba-6d6e5c705089,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-1a2e008a-ee76-4127-8000-2ccc5e30d653-r0-SendEmail-rh_ae-aid_cc1c3d6f-ee92-43b7-a9aa-e807ad288a54@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-a30f-774f-a43f-e30c0dbc3011,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-3193396c-1a87-4852-9998-4b1f07e057ee-r0-SendEmail-rh_ae-aid_26ea5dc0-8075-46ca-a725-2fb69d7f457b@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-8e20-7111-b745-d20501dd8f50,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-dcb60aec-caba-4b1b-8651-b88af8ee37d4-r0-SendEmail-rh_ae-aid_63dc7ced-19b7-4710-bf56-b734dd4c9ca8@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-8aa0-7bc2-80bf-cdc18a26778d,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-22e48caa-0add-45be-9c7c-7e4c42adc2aa-r0-SendEmail-rh_ae-aid_f5532606-b1dc-495d-92be-a09bd2eaedb5@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-8404-7e8c-8d49-3e778f5627af,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-25d83308-4f32-4845-8cb0-5d579e0b52bc-r0-SendEmail-rh_ae-aid_cdeff113-43ba-4760-9caa-3619ef87f012@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-7eca-7a17-93c7-e75e78b1563c,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-00724bf4-4ee7-4673-8793-77812a08c0fc-r0-SendEmail-rh_ae-aid_89f29eab-7b63-49fe-821d-6e5dce79a566@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-7e26-766b-8971-0c08177cf8e6,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-48296167-778f-4f08-9906-81643b54661b-r0-SendEmail-rh_ae-aid_95eb289f-7dda-494e-b42b-652b08835e30@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-7a2c-70c6-b052-484d97ca65ac,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-0b5a46d0-f84f-441c-ab94-9f175c76166f-r0-SendEmail-rh_ae-aid_693b4dd7-79dd-4fd9-bff4-aa4ea6070ba4@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-7683-7319-819f-e33400690cac,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-bbbfd11b-9edf-4f61-9e01-e2dd1f35ac5f-r0-SendEmail-rh_ae-aid_4505e5df-f835-4238-82c1-60211590a26d@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-67fe-7076-a0ee-cdd946a7554e,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-a68f8c19-d8c7-4cc3-8ee1-16c662b82c5a-r0-SendEmail-rh_ae-aid_bf83b409-3557-4ef2-ac9b-0d78d166f34c@odspnotify>"
